/root/.openclaw/workspace/skills/hermes-guardian/health_check.sh: line 72: STARTS_SINCE: unbound variable
/root/.openclaw/workspace/skills/hermes-guardian/health_check.sh: line 95: local: can only be used in a function
/root/.openclaw/workspace/skills/hermes-guardian/health_check.sh: line 96: msg: unbound variable
/root/.openclaw/workspace/skills/hermes-guardian/health_check.sh: line 37: [: 0
0: integer expression expected
/root/.openclaw/workspace/skills/hermes-guardian/health_check.sh: line 41: [: 0
0: integer expression expected
11:27:01 — OK — 正常 | PID 2340258 | Feishu=none
11:30:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 11:33:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
11:33:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 11:36:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
11:36:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 11:39:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
11:39:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 11:42:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
11:42:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 11:45:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
11:45:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 11:48:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
11:48:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 11:51:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
11:51:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 11:54:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
11:54:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 11:57:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
11:57:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 12:00:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
12:00:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 12:03:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
12:03:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 12:06:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
12:06:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 12:09:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
12:09:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 12:12:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
12:12:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 12:15:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
12:15:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 12:18:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
12:18:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 12:21:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
12:21:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 12:24:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
12:24:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 12:27:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
12:27:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 12:30:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
12:30:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 12:33:02]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
12:33:02 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 12:36:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
12:36:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 12:39:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
12:39:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 12:42:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
12:42:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 12:45:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
12:45:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 12:48:02]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
12:48:02 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 12:51:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
12:51:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 12:54:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
12:54:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 12:57:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
12:57:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 13:00:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
13:00:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 13:03:02]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
13:03:02 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 13:06:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
13:06:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 13:09:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
13:09:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 13:12:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
13:12:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 13:15:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
13:15:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 13:18:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
13:18:02 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 13:21:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
13:21:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 13:24:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
13:24:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 13:27:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
13:27:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 13:30:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
13:30:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 13:33:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
13:33:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 13:36:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
13:36:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 13:39:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
13:39:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 13:42:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
13:42:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 13:45:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
13:45:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 13:48:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
13:48:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 13:51:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
13:51:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 13:54:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
13:54:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 13:57:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
13:57:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 14:00:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
14:00:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 14:03:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
14:03:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 14:06:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
14:06:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 14:09:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
14:09:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 14:12:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
14:12:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 14:15:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
14:15:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 14:18:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
14:18:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 14:21:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
14:21:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 14:24:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
14:24:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 14:27:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
14:27:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 14:30:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
14:30:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 14:33:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
14:33:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 14:36:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
14:36:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 14:39:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
14:39:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 14:42:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
14:42:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 14:45:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
14:45:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 14:48:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
14:48:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 14:51:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
14:51:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 14:54:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
14:54:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 14:57:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
14:57:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 15:00:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
15:00:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 15:03:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
15:03:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 15:06:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
15:06:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 15:09:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
15:09:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 15:12:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
15:12:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 15:15:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
15:15:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 15:18:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
15:18:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 15:21:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
15:21:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 15:24:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
15:24:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 15:27:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
15:27:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 15:30:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
15:30:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 15:33:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
15:33:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 15:36:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
15:36:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 15:39:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
15:39:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 15:42:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
15:42:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 15:45:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
15:45:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 15:48:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
15:48:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 15:51:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
15:51:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 15:54:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
15:54:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 15:57:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
15:57:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 16:00:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
16:00:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 16:03:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
16:03:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 16:06:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
16:06:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 16:09:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
16:09:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 16:12:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
16:12:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 16:15:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
16:15:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 16:18:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
16:18:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 16:21:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
16:21:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 16:24:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
16:24:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 16:27:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
16:27:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 16:30:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
16:30:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 16:33:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
16:33:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 16:36:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
16:36:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 16:39:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
16:39:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 16:42:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
16:42:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 16:45:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
16:45:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 16:48:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
16:48:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 16:51:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
16:51:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 16:54:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
16:54:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 16:57:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
16:57:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 17:00:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
17:00:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 17:03:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
17:03:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 17:06:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
17:06:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 17:09:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
17:09:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 17:12:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
17:12:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 17:15:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
17:15:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 17:18:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
17:18:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 17:21:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
17:21:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 17:24:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
17:24:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 17:27:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
17:27:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 17:30:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
17:30:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 17:33:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
17:33:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 17:36:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
17:36:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 17:39:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
17:39:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 17:42:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
17:42:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 17:45:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
17:45:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 17:48:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
17:48:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 17:51:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
17:51:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 17:54:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 3527387）
openclaw: no（PID N/A）
17:54:01 — WARNING — openclaw-gateway 离线（备用系统）
